id,original_text,label,corrected_text,
0523B001-3-027-b,"20/12/2012
Για σου φίλε μου Γιώργο.",1,"20/12/2012
Γεια σου φίλε μου Γιώργο.",
0523B001-3-027-b,"Εμείς έχουμε παει εκδρομη 
στην Σκιάθο ήταν φανταστικά
μου άρεσαν πολύ τα σπιτια, τα μαγαζιά
και το μουσίο το Αλέξανδου Παπαδιαμάντι
διοτή τα σπίτια ήταν μικρά και
ήχαν όλα το ίδιο χρώμα,ενώ ειναι
νησή έμιαζε σαν χωριό.",1,"Εμείς έχουμε πάει εκδρομή 
στη Σκιάθο ήταν φανταστικά
μου άρεσαν πολύ τα σπίτια, τα μαγαζιά
και το μουσείο του Αλέξανδρου Παπαδιαμάντη
διότι τα σπίτια ήταν μικρά και
είχαν όλα το ίδιο χρώμα, ενώ είναι
νησί έμοιαζε σα χωριό.",
0523B001-3-027-b,"Επισης η
Σκίαθο μου άρεσε πολύ γιατί έχει
πολλά παιδιά και πολλά παιχνίδια αλλα
δεν μου αρεσε το σχολέιο τους
διότη ήταν μικρό και δεν είχε 
κλειστώ γυμναστίριο.",1,"Επίσης η
Σκιάθος μου άρεσε πολύ γιατί έχει
πολλά παιδιά και πολλά παιχνίδια αλλά
δε μου άρεσε το σχολείο τους
διότι ήταν μικρό και δεν είχε 
κλειστό γυμναστήριο.",
0523B001-3-027-b,"Απο τον φίλο σου
τον Δημήτρη.",1,"Από το φίλο σου
το Δημήτρη.",
0523B001-3-028-a,"Μια φορά κι έναν καιρό σε εναν ομορφο καιρο
ειταν 3 πουλια σε ενα δεντρο
σε μια στιγμι κατι ακουσαν ειταν 
μια γατα που ιθελε να φαι πολι
το ενα πουλι εφιγε απο τινγατα
τα αλα μιναν εκι ιγατα περιμενε
πος να τις φαι ανεβικε στο δεντρο
μετα ακουστικαι κατι ειταν 
ενα σκυλι που ετρεχε να προλαβι
να μιν φαι τα αλα πουλια δαγοσε
τιν ουρα τις γατας καιμετα
ετρεκσε να τιν πιασι καιμετα
ιρθε και το αλο πουλι διλαδι
η μιτερα τους και τους 
αγαλιασε.",1,"Μια φορά κι έναν καιρό σε έναν όμορφο καιρό
ήταν 3 πουλιά σε ένα δέντρο
σε μια στιγμή κάτι άκουσαν ήταν 
μια γάτα που ήθελε να φάει πολύ
το ένα πουλί έφυγε από τη γάτα
τα άλλα μείναν εκεί η γάτα περίμενε
να τα φάει ανέβηκε στο δέντρο
μετά ακούστηκε κάτι ήταν 
ένα σκυλί που έτρεχε να προλάβει
να μη φάει τα άλλα πουλιά δάγκωσε
την ουρά της γάτας και μετά
έτρεξε να την πιάσει και μετά
ήρθε και το άλλο πουλί δηλαδή
η μητέρα τους και τους 
αγκάλιασε.",
0523B001-3-028-b," / /20...
πιγα εκδρομή στιν
Αθινα ειταν πολι
ορεα μου αρεσε πολι εκι.",1," / /20...
πήγα εκδρομή στην
Αθήνα ήταν πολύ
ωραία μου άρεσε πολύ εκεί.",
0523B001-3-028-b,"πιο πολι μου αρεσε που πεζαμε
με τα πεδια πιγαμε παντου
ομος δεν μου αρεσε κατι
εκι οτι το βραδι δεν μπορουσες
να πεκσις γιατι ιπαρχουν λιστες
και μπορι να σε κλεπσουν.",1,"πιο πολύ μου άρεσε που παίζαμε
με τα παιδιά πήγαμε παντού
όμως δε μου άρεσε κάτι
εκεί ότι το βράδυ δεν μπορούσες
να παίξεις γιατί υπάρχουν ληστές
και μπορεί να σε κλέψουν.",
0523B001-3-028-b,"αλα ομος
ταπερασα τελια στιν εκδρομι.",1,"αλλά όμως
τα πέρασα τέλεια στην εκδρομή.",
0523B001-3-029-a,"Μια φορά κι έναν καιρό ηταν ενα πούλακι και
τα μεικρατου στιν φωλια.",1,"Μια φορά κι έναν καιρό ήταν ένα πουλάκι και
τα μικρά του στη φωλιά.",
0523B001-3-029-a,"Αργότερα πλησίασε
στην φολια μια γατά.",1,"Αργότερα πλησίασε
στη φωλιά μια γάτα.",
0523B001-3-029-a,"Και η μαμα τον μεικρον
πολιον εφηγε αποτην φωλια.",1,"Και η μαμά των μικρών
πουλιών έφυγε από τη φωλιά.",
0523B001-3-029-a,"Ηγατα εβλεπε τα
μεκρα πουλια.",1,"Η γάτα έβλεπε τα
μικρά πουλιά.",
0523B001-3-029-a,Αργοτερα σκαρφαλοσε στο δεντρο.,1,Αργότερα σκαρφάλωσε στο δέντρο.,
0523B001-3-029-a,καιαικει.,1,και εκεί.,
0523B001-3-029-a,"που ποιγε να τα αρπαξει την επειασε
ενα σκιλος απτιν ουρα.",1,"που πήγε να τα αρπάξει την έπιασε
ένας σκύλος απ' την ουρά.",
0523B001-3-029-a,"Ο σκυλος έδιοξε την 
γατα.",1,"Ο σκύλος έδιωξε τη 
γάτα.",
0523B001-3-029-a,"Και η μαμα των μεικρον πουλιον ξανα
γειρισε.",1,"Και η μαμά των μικρών πουλιών ξανα-
γύρισε.",
0523B001-3-029-b,"/ /20...
  γειασου ελπίζω νασεισαι καλα
οταν πηγαμε εκδρομει με το
σχολιο στην σκοπελο ηταν εξερετικα.",1,"/ /20...
  γεια σου ελπίζω να είσαι καλά
όταν πήγαμε εκδρομή με το
σχολείο στη Σκόπελο ήταν εξαιρετικά.",
0523B001-3-029-b,"εκει μου αρεσε πολυ η καφετεριες που εχει
και η ορες κουνιε.",1,"εκεί μου άρεσαν πολύ οι καφετέριες που είχε
και οι ωραίες κούνιες.",
0523B001-3-029-b,"Δεν μου αρεσε που
ειχαι λειγο κοσμο.",1,"Δε μου άρεσε που
είχε λίγο κόσμο.",
0523B001-3-030-a,"Μια φορά κι έναν καιρό Ηταν μια μαμα περιστερινα
με τα δυο μικρα της περιστερακια,τα
περιστερακια πινουσαν και η μαμα περιστερινα
πιγε να βρει τροφη, μολις εφιγε η μαμα
μια γατα πλισασε στη φωλια,η γατα που
ειθελε να φαει τα περιστερακια ,πλισασε
πιο κοντα στη φωλια, και με το πονιρο της
μυαλο,σκευτοταν πως θα φαει,τα
περιστερακια,μετα προσπαθισε να ανεβει 
στο δεντρο οπου ειταν η φωλια αλλα ενας 
σκυλος εμφανιστικε ξαφνικα,πιγε αμεσος
να εμποδισε την γατα να φαει τα
περιστερακια,και την αρπαξε απω την 
ουρα,η γατα τρομαξε και εφιγε,μετα
ηρθε η μαμα περιστερινα με τροφη και του
ταισε,και ζισανε αυτι καλα και εμις καλιτερα",1,"Μια φορά κι έναν καιρό Ήταν μια μαμά     περιστερίνα
με τα δυο μικρά της περιστεράκια, τα
περιστεράκια πεινούσαν και η μαμά περιστερίνα
πήγε να βρει τροφή, μόλις έφυγε η μαμά
μια γάτα πλησίασε στη φωλιά, η γάτα που
ήθελε να φάει τα περιστεράκια, πλησίασε
πιο κοντά στη φωλιά, και με το πονηρό της
μυαλό, σκεφτόταν πώς θα φάει, τα
περιστεράκια, μετά προσπάθησε να ανεβεί 
στο δέντρο όπου ήταν η φωλιά αλλά ένας 
σκύλος εμφανίστηκε ξαφνικά, πήγε αμέσως
να εμποδίσει τη γάτα να φάει τα
περιστεράκια, και την άρπαξε από την 
ουρά, η γάτα τρόμαξε και έφυγε, μετά
ήρθε η μαμά περιστερίνα με τροφή και τα
τάισε, και ζήσανε αυτοί καλά και εμείς καλύτερα",
0523B001-3-030-b,"Σκιαθος 20/12/2011
Γιωργο γεια σου
Εχτες πηγα ,και εγω,μια εκδρομη
μαζιμε το σχολιο πηγαμε στην Αθηνα.",1,"Σκιάθος 20/12/2011
Γιώργο γεια σου
Εχτές πήγα, και εγώ, μια εκδρομή
μαζί με το σχολείο πήγαμε στην Αθήνα.",
0523B001-3-030-b,"το 
μερος εκει ειταν πολυ μεγαλο,ειχε πολλα
κτιρια,πολλα αυτοκινητα,και πολυ κοζμο,
στην εκδρομη αυτη μου αρεσαν τα
εμπορικα κεντρα τα fast food τα μοσια
και τα παιχνιδια εκινο που δεν μου αρεσε
ειταν τα πολλα αυτοκινητα γιατι,δεν μπορουσες,
να περπατις,κινδινευες να σε πατισουν,
τα πολλα καυσαερια γιατι ο αερας δεν 
ειταν καθαρος και,επισης,
δε μου αρεσε,που δεν ειχε θαλασσα.",1,"το 
μέρος εκεί ήταν πολύ μεγάλο, είχε πολλά
κτήρια, πολλά αυτοκίνητα, και πολύ κόσμο,
στην εκδρομή αυτή μου άρεσαν τα
εμπορικά κέντρα τα fast food τα μουσεία
και τα παιχνίδια εκείνο που δε μου άρεσε
ήταν τα πολλά αυτοκίνητα γιατί, δεν μπορούσες,
να περπατήσεις, κινδύνευες να σε πατήσουν,
τα πολλά καυσαέρια γιατί ο αέρας δεν 
ήταν καθαρός και, επίσης,
δε μου άρεσε, που δεν είχε θάλασσα.",
0523B001-3-030-b,"Ελπιζω να παμε κια αλλες εκδρομες γιατι,
μαρεση να ανακαλιπτω κενουρια πραγματα.",1,"Ελπίζω να πάμε και άλλες εκδρομές γιατί,
μ' αρέσει να ανακαλύπτω καινούρια πράγματα.",
0523B001-3-030-b,"Γραψε μου συντομα και ελα να με επισκευτης
γιατη μου ελιψες πολυ!!!",1,"Γράψε μου σύντομα και έλα να με επισκεφτείς
γιατί μου έλειψες πολύ!!!",
0523B001-3-030-b,Με πολυ αγαπη!!,1,Με πολλή αγάπη!!,
0523B001-3-030-b,Ηντα ,0,,
0523B001-3-031-a,Μια φορά κι έναν καιρό υπήρχαν τρία πουλιά.,0,,
0523B001-3-031-a,Η μητέρα και τα δύο της παιδιά.,0,,
0523B001-3-031-a,"Μια
μέρα μια γάτα προσπαθεί να φάει τα 
δύο μικρά πουλάκια έρχεται πονηρά και
κάθεται κάτω απο τον δέντρο περιμένωντας
αν τελικά θα τους προστατέψει κάποιος.",1,"Μια
μέρα μια γάτα προσπαθεί να φάει τα 
δύο μικρά πουλάκια έρχεται πονηρά και
κάθεται κάτω από το δέντρο περιμένοντας
αν τελικά θα τους προστατέψει κάποιος.",
0523B001-3-031-a,"Η γάτα σκαρφαλώνει στον δέντρο όμως 
ένας σκύλος έρχεται για να την διώξει.",1,"Η γάτα σκαρφαλώνει στο δέντρο όμως 
ένας σκύλος έρχεται για να την διώξει.",
0523B001-3-031-a,"Φοβισμένη κατεβαίνει κάτω και τρέχει
γιατι ο σκύλος την κυνηγάει.",1,"Φοβισμένη κατεβαίνει κάτω και τρέχει
γιατί ο σκύλος την κυνηγάει.",
0523B001-3-031-a,"Ευτυχώς
δεν έπαθαν τίποτα έζησαν αυτοί καλά
και εμείς καλύτερα.",0,,
0523B001-3-031-b,"Σκιάθος 20 /12/2011
Γιώργο,γεια σου!",0,,
0523B001-3-031-b,"Πρίν δύο εβδομάδες πήγαμε
μια σχολική εκδρομή στην Σκόπελο.",1,"Πριν δύο εβδομάδες πήγαμε
μια σχολική εκδρομή στη Σκόπελο.",
0523B001-3-031-b,"Ήταν καταπληκτικά,είχε πολύ ωραίες παραλίες,
και πολύ ωραία μαγαζιά.",0,,
0523B001-3-031-b,"Επίσης πήγαμε
και σε μια πιτσαρία αλλα δεν εντυπωσιαστήκαμε
πολύ γιατι δεν είχε ωραίες πίτσες.",1,"Επίσης πήγαμε
και σε μια πιτσαρία αλλά δεν εντυπωσιαστήκαμε
πολύ γιατί δεν είχε ωραίες πίτσες.",
0523B001-3-031-b,"Έτσι 
είχε φτάσει η ώρα να φύγουμε αλλα 
πέρασα πολύ ωραία.",1,"Έτσι 
είχε φτάσει η ώρα να φύγουμε αλλά 
πέρασα πολύ ωραία.",
0523B001-3-031-b,"Στείλε μου σύντομα
Με αγάπη Κλάουντια",0,,
0523B001-3-032-a,"Μια φορά κι έναν καιρό ηταν μερικα πουλια
σε μια φωλια με την μητερα τους.",1,"Μια φορά κι έναν καιρό ήταν μερικά πουλιά
σε μια φωλιά με τη μητέρα τους.",
0523B001-3-032-a,"Μετα ομως
η μητερα τους εφηγε και στην συνεχεια 
πλισιασε μια γατα και κυτουσε τα πουλια
στην φωλια πηγε να σκαρφαλοσει στον δεντρο
μετα ομως ειρθε ενα σκηλη και τραβιξε
η γατα απο την ουρα.",1,"Μετά όμως
η μητέρα τους έφυγε και στη συνέχεια 
πλησίασε μια γάτα και κοιτούσε τα πουλιά
στη φωλιά πήγε να σκαρφαλώσει στο δέντρο
μετά όμως ήρθε ένα σκυλί και τράβηξε
τη γάτα από την ουρά.",
0523B001-3-032-a,"Μετα ηρθε η
μητερα τους με το φαγετο στο στομα
ενω η γατα η γατα ετρεξε και ο 
σκηλος την κυνηγισε και η μητερα
τους εδοσε το φογετο στα μηκρα 
πουλακια.",1,"Μετά ήρθε η
μητέρα τους με το φαγητό στο στόμα
ενώ η γάτα έτρεξε και ο 
σκύλος την κυνήγησε και η μητέρα
τους έδωσε το φαγητό στα μικρά 
πουλάκια.",
0523B001-3-032-b,"Σκιαθος 20/12/2011
Αγαπιτε Γιωργο
Το ελπιζω να εισαι καλα σου γραφω
αυτο το γραμα για να σου περιγραψω μια εκθρομη
που πυγα στη Σκοπελο.",1,"Σκιάθος 20/12/2011
Αγαπητέ Γιώργο
Το ελπίζω να είσαι καλά σου γράφω
αυτό το γράμμα για να σου περιγράψω μια εκδρομή
που πήγα στη Σκόπελο.",
0523B001-3-032-b,"Στην Σκοπελο ηταν ορεα
γιατη ειχαι οραιες μπαραλειες ειχαι παρκα
ειχαι καφετερηες καλους ανθροπους.",1,"Στη Σκόπελο ήταν ωραία
γιατί είχε ωραίες παραλίες είχε πάρκα
είχε καφετέριες καλούς ανθρώπους.",
0523B001-3-032-b,"Δεν μου αρεσε για η Σκιαθος 
ειναι καλητερη εκει δεν ειχαι πολλους 
ανθροπους.",1,"Δε μου άρεσε γιατί η Σκιάθος 
είναι καλύτερη εκεί δεν είχε πολλούς 
ανθρώπους.",
0523B001-3-032-b,"Μου αρεσε επιδεις και
το μουσειο που ειχαι στο προτο οροφω
ειχαι το σαλονη και την κουσινα με
παληα προχματα στο δευτερο οροφω ειχαι
κρευατοκιμερα με παληα πραγομα ειχα και 
ενα μικρο κρεβατη για μωρακια
στο τριτο οροφο ειχαι φωρεσεις που
φορουσανε τοτε ηταν εντιποσιαστικες 
οραια ειταν εκει
Με αγαπη
Αλμπα",1,"Μου άρεσε επειδή και
το μουσείο που είχε στον πρώτο όροφο
είχε το σαλόνι και την κουζίνα με
παλιά πράγματα στο δεύτερο όροφο είχε
κρεβατοκάμαρα με παλιά πράγματα είχε και 
ένα μικρό κρεβάτι για μωράκια
στον τρίτο όροφο είχε φορεσιές που
φορούσανε τότε ήταν εντυπωσιακές 
ωραία ήταν εκεί
Με αγάπη
Αλμπα",
0523B001-3-033-a,"Μια φορά κι έναν καιρό ήταν μια οικογένια χελ-
ιδονιόν,είχαν τιν φολιάτου πάνο σε ενα δέντρο,ή-
ταν δυο μικρά και η μαμά τους.",1,"Μια φορά κι έναν καιρό ήταν μια οικογένεια χε-
λιδονιών, είχαν τη φωλιά τους πάνω σε ένα δέντρο, ήταν δυο μικρά και η μαμά τους.",
0523B001-3-033-a,"οι μαμάτούς πίγε
να βρί φαγιτό,εκί που εύευγε όμος ητάν μια
γάτα κάτο απο τιν φολιά.",1,"η μαμά τους πήγε
να βρει φαγητό, εκεί που έφευγε όμως ήταν μια
γάτα κάτω από τη φωλιά.",
0523B001-3-033-a,"Η γάτα έμινε μόνιτις με
ταδύοχελιδονάκια,εκί πού ανεύεναι να φάεϊ τα δύο
χελιδονάκια ήταν ένας σκύλος πίσο απο τήν γατα
η γάτα δεν προλαβε να πάριτα χελιδονάκια γιατί ο
σκύλος τιν έπιασε απο τιν ουρά καιτίν κινίγισε
η μαμά τον δυο χελιδονόν γίρισε με ενα τεράστιο
σκουλικάκι και τα δυο χελιδονάκα εύαγαν και αυτί
ζίζαν καλίτερα καιμίς ακομα καλίτερα",1,"Η γάτα έμεινε μόνη της με
τα δύο χελιδονάκια, εκεί που ανέβαινε να φάει τα δύο
χελιδονάκια ήταν ένας σκύλος πίσω από τη γάτα
η γάτα δεν πρόλαβε να πάρει τα χελιδονάκια γιατί 
ο                                                                                                 σκύλος την έπιασε από την ουρά και την κυνήγησε
η μαμά των δυο χελιδονιών γύρισε με ένα τεράστιο
σκουληκάκι και τα δυο χελιδονάκα έφαγαν και   αυτοί
ζήσαν καλύτερα και μεις ακόμα καλύτερα",
0523B001-3-033-b," / /20...
Γειάσου φύλεμου Γιώργου,
Ελπίζω να είσαι καλά
πρίν ενα χρόνο πιγα εκδρομή στήν Γαλία.",1," / /20...
Γεια σου φίλε μου Γιώργο,
Ελπίζω να είσαι καλά
πριν ένα χρόνο πήγα εκδρομή στη Γαλλία.",
0523B001-3-033-b,"Εκεί είταν πολύ ορέα μου άρεσε πάρα πολίο πιργ-
ος το Αϊφελ και πολά άλλα πράγματα,εκεί μου αρέσαν ολα.",1,"Εκεί ήταν πολύ ωραία μου άρεσε πάρα πολύ ο πύ-
ργος του Άιφελ και πολλά άλλα πράγματα, εκεί μου άρεσαν όλα.",
0523B001-3-034-a,"Μια φορά κι έναν καιρό σε ένα δάσος,σε ένα δεντράκι,
που είχε κάνει μιά φωλιά ενα πουλάκί που είχε γεννηση
πουλάκια.",1,"Μια φορά κι έναν καιρό σε ένα δάσος, σε ένα δεντράκι,
είχε κάνει μία φωλιά ένα πουλάκι που είχε γεννήσει
πουλάκια.",
0523B001-3-034-a,"Το πουλί πήγε στο δέντρο για να δει τα
πουλάκια αλλα και για να τα ταϊσει λίγο πίο μετα το πουλί
πέταξε και έφυγε,όμως μία γατα πήγεναι σιγά σιγα στο δε-
ντρο που βρεσκονταν τα πουλάκια,πήγε στάθηκε ακριβώς κατω
απο το δέντρο καί κοιτούσε τα πουλάκια.",1,"Το πουλί πήγε στο δέντρο για να δει τα
πουλάκια αλλά και για να τα ταΐσει λίγο πιο μετά το πουλί
πέταξε και έφυγε, όμως μία γάτα πήγαινε σιγά σιγά στο δέ-
ντρο που βρίσκονταν τα πουλάκια, πήγε στάθηκε ακριβώς κάτω
από το δέντρο και κοιτούσε τα πουλάκια.",
0523B001-3-034-a,"Ηγάτα άρχισε να
σκαρφαλώνει στο δεντρο για να φαϊ τα πουλάκία ομως ενο
καλό σκυλάκι την είδε και ετρεξε για να την προλοβη να μην
φαϊ τα πουλάκία της δαγκωσε την ουρα ηγάτα κρεμάστηκε
απο το δεντρο,αλλα δεν αντεξε για πολύ και έπεσε κάτω
και έτρεξε γρήγορα για να μην την πιάσει το σκυλί αλλα 
ο ο σκύλος δεν σταμάτησε να την κυνηγάει,έτσι τα που-
λάκία σωθηκαν.",1,"Η γάτα άρχισε να
σκαρφαλώνει στο δέντρο για να φάει τα πουλάκια όμως ένα
καλό σκυλάκι την είδε και έτρεξε για να την προλάβει να μην
φάει τα πουλάκια της δάγκωσε την ουρά η γάτα κρεμάστηκε
από το δεντρο, αλλά δεν άντεξε για πολύ και έπεσε κάτω
και έτρεξε γρήγορα για να μην την πιάσει το σκυλί αλλά 
ο σκύλος δε σταμάτησε να την κυνηγάει, έτσι τα που-
λάκια σώθηκαν.",
0523B001-3-034-b,"20/12/2011
Γιώργο γεία
Μια χαρά είμαι.",1,"20/12/2011
Γιώργο γεια
Μια χαρά είμαι.",
0523B001-3-034-b,"Ααα εύχομαι να περάσεις καλα
όταν πας εκδρομη.",1,"Ααα εύχομαι να περάσεις καλά
όταν πας εκδρομή.",
0523B001-3-034-b,"Και εγώ πήγα μία φορά εκδρομή με
το σχολείο στη θεσσαλονίκη,το ευχαριστίθηκα πολυ ήταν
πολύ ωραι,όλλο βγαίνομε εξω με τη παρέα.",1,"Και εγώ πήγα μία φορά εκδρομή με
το σχολείο στη Θεσσαλονίκη, το ευχαριστήθηκα πολύ ήταν
πολύ ωραία, όλο βγαίναμε έξω με την παρέα.",
0523B001-3-034-b,"Εμένα
μου άρεσε πολυ οταν πήγαίναμε για θεσσαλονίκη με το 
λεωφορείο γιατί ολλο τραγουδούσαμε και χωρεύομε,
αλλα δεν μου άρεσε ο γυρισμός γιατί ήταν πολύ βαρεμάρα

Χερετίσματα καί εσύ σε
όλλούς Ρετζίλντα",1,"Εμένα
μου άρεσε πολύ όταν πηγαίναμε για Θεσσαλονίκη με το 
λεωφορείο γιατί όλο τραγουδούσαμε και χορεύαμε,
αλλά δε μου άρεσε ο γυρισμός γιατί ήταν πολύ βαρεμάρα

Χαιρετίσματα και εσύ σε
όλους Ρετζίλντα",
0523B001-3-035-a,"Μια φορά κι έναν καιρό ήταν μια φωλιά πουλιών
με τρία πουλακια ήταν μια οικογένια.",1,"Μια φορά κι έναν καιρό ήταν μια φωλιά πουλιών
με τρία πουλάκια ήταν μια οικογένεια.",
0523B001-3-035-a,"Και μια μέρα η μητέρα
των πουλιών έφυγε για να βρή φαγητό
για τα μικρά πουλάκια.",1,"Και μια μέρα η μητέρα
των πουλιών έφυγε για να βρει φαγητό
για τα μικρά πουλάκια.",
0523B001-3-035-a,"Όμως τι στιγμί που έφυγε
η μητέρα των πουλίων μια γάτα την ίδιε που έφυγε
περίμενε να φύγει μακριά για να παεί να αρπάξει τα
δυο μικρά πουλάκια.",1,"Όμως τη στιγμή που έφυγε
η μητέρα των πουλιών μια γάτα την είδε που έφυγε
περίμενε να φύγει μακριά για να πάει να αρπάξει τα
δυο μικρά πουλάκια.",
0523B001-3-035-a,"Η γάτα ετρέξε και πηγέ κάτο
απο το δέντρο Και βλέπει δύο
μικρά πουλάκια που ητάν μόνα τους τα πουλακια τρομάξανε.",1,"Η γάτα έτρεξε και πήγε κάτω
από το δέντρο Και βλέπει δύο
μικρά πουλάκια που ήταν μόνα τους τα πουλάκια τρομάξανε.",
0523B001-3-035-a,"Η γατα πηγένει να σκαρφαλώσει πανώ
στο δέντρο αλλα εκείνη την ώρα έρχεται ενα σκυλί
και βλέπει την γάτα που προσπαθεί να τους πιάσει
μόλις η γάτα έφτασε στη φωλιά ο σκύλος 
τις δαγώνει την ουρά και η γατα τρόμαξε και
έφυγε και ο σκύλος την κυνιγούσε και μετά
ήρθε η μητέρα των δύο πουλιών και τα πουλια
είναι ασφαλής τώρα.",1,"Η γάτα πηγαίνει να σκαρφαλώσει πάνω
στο δέντρο αλλά εκείνη την ώρα έρχεται ένα σκυλί
και βλέπει τη γάτα που προσπαθεί να τα πιάσει
μόλις η γάτα έφτασε στη φωλιά ο σκύλος 
της δαγκώνει την ουρά και η γάτα τρόμαξε και
έφυγε και ο σκύλος την κυνηγούσε και μετά
ήρθε η μητέρα των δύο πουλιών και τα πουλιά
είναι ασφαλή τώρα.",
0523B001-3-035-b," / /20...
Γιάσας εγώ είμαι ο Μάριος της είμαι
15 ετών αυτες της τελευτές μέρες δεν έχω παεί εκδρομή
αλλά θυμάμε πρίν δύο χρώνια που είχα παεί
Τρίκαλα.",1," / /20...
Γεια σας εγώ είμαι ο Μάριος της είμαι
15 ετών αυτές τις τελευταίες μέρες δεν έχω πάει εκδρομή
αλλά θυμάμαι πριν δύο χρόνια που είχα πάει
Τρίκαλα.",
0523B001-3-035-b,"Εκεί είναι ενα όμορφο μέρος εκεί μου
άρεσε πολύ γιατί εκεί έχω των ξαδερφώ μου
αλλα είναι και ένα πάρα πολύ ωραίο μέρος
σε εκείνη τη πολη που πήγα εγώ ήταν πολύ
όμορφ πήγα στο γύπεδο έπεξα ποδόσφερο μετά τω
βράδυ πήγα μια βολτα με ποδίλατο και
στό τέλος πήγα σε ενα internet cafe έπεξα
λίγο και μετά έφυγα την ωρά που έφέυγα
είχα κατεβεί απο το ποδήλατο 
και περπατούσα βλέπω των ξαρελφο μου και πήγαμι
στο σπίτι του έτσι πέρασε και αυτή η μέρα.",1,"Εκεί είναι ένα όμορφο μέρος εκεί μου
άρεσε πολύ γιατί εκεί έχω τον ξάδερφό μου
αλλά είναι και ένα πάρα πολύ ωραίο μέρος
σε εκείνη την πόλη που πήγα εγώ ήταν πολύ
όμορφα πήγα στο γήπεδο έπαιξα ποδόσφαιρο μετά το
βράδυ πήγα μια βόλτα με ποδήλατο και
στο τέλος πήγα σε ένα internet cafe έπαιξα
λίγο και μετά έφυγα την ώρα που έφευγα
είχα κατεβεί από το ποδήλατο 
και περπατούσα βλέπω τον ξάδελφό μου και πήγαμε
στο σπίτι του έτσι πέρασε και αυτή η μέρα.",
0523B001-3-035-b,Μάριο.,0,,
0523B001-3-036-a,"Μια φορά κι έναν καιρό ήταν δύο
μίκρα πουλάκια και ήταν και
η μητέρα τον ΄δυο μίκρον πολίον
εστέρα η μήτερα του πήγε να τους 
φέρη να τρώφι ,μόλης εφύγε η
μήτερα τους πήγε η γάτα να 
φάει τα μίκρα πουλάκια.",1,"Μια φορά κι έναν καιρό ήταν δύο
μικρά πουλάκια και ήταν και
η μητέρα των δύο μικρών πουλιών
ύστερα η μητέρα τους πήγε να τους 
φέρει τροφή, μόλις έφυγε η
μητέρα τους πήγε η γάτα να 
φάει τα μικρά πουλάκια.",
0523B001-3-036-a,"αλλα
μολής πήγε να σκαρφάλοση
η γάτα είρθε ενα σκύλη
και την τράβηξε απο την ούρα
για να μην παει τα φάει τα μίκραπολία
και τέλος η γάτα εφίγε και η
μήτερα του γήρισε.",1,"αλλά
μόλις πήγε να σκαρφαλώσει
η γάτα ήρθε ένα σκυλί
και την τράβηξε από την ουρά
για να μην πάει να τα φάει τα μικρά πουλιά
και τέλος η γάτα έφυγε και η
μητέρα τους γύρισε.",
0523B001-3-036-b," / /20...
γεια σου φύλε μου Γιώργο
εσυ τι κάνεις εγω κάλα
είμαι.",1," / /20...
γεια σου φίλε μου Γιώργο
εσύ τι κάνεις εγώ καλά
είμαι.",
0523B001-3-036-b,"Ναι και εμείς έχουμε πάει
εκδρόμη στην Αθήνα και ήταν
πολη ωρεα έκι.",1,"Ναι και εμείς έχουμε πάει
εκδρομή στην Αθήνα και ήταν
πολύ ωραία εκεί.",
0523B001-3-036-b,"πηγάμε στη βούλη
εκι μου αρέσε που ήταν
πόλη καθάρα και μου αρέσαν και
τα περίστερια γίατι ήταν ομόρφα.",1,"πήγαμε στη Βουλή
εκεί μου άρεσε που ήταν
πολύ καθαρά και μου άρεσαν και
τα περιστέρια γιατί ήταν όμορφα.",
0523B001-3-036-b,"δεν μου αρέσε το λεώφοριο γίατι
ηταν πόλη βρόμικο.",1,"δε μου άρεσε το λεωφορείο γιατί
ήταν πολύ βρόμικο.",
0523B001-3-036-b,"κανε και εσυ πολλα
χαιρετίσματα στους δικους
σου.",1,"κάνε και εσύ πολλά
χαιρετίσματα στους δικούς
σου.",
0523B001-3-036-b,Μαρτσελο,1,Μαρτσέλο,
0523B001-3-037-a,"Μια φορά κι έναν καιρό σε ενα ωραιο και
ψυλό δεντρό, ζούσε μια μάνα
που είχαι δύο υπέροχα πουλιά.",1,"Μια φορά κι έναν καιρό σε ένα ωραίο και
ψηλό δέντρο, ζούσε μια μάνα
που είχε δύο υπέροχα πουλιά.",
0523B001-3-037-a,"Μια ηλιόλουστη μέρα
η μάνα αποφάσισε να πάει να 
βρεί φαγιτο για τα παιδάκια της.",1,"Μια ηλιόλουστη μέρα
η μάνα αποφάσισε να πάει να 
βρει φαγητό για τα παιδάκια της.",
0523B001-3-037-a,"Όμος όταν η κακιά γάτα την 
ίδε να φίγει πίγε για να φάει
τα πουλιά.",1,"Όμως όταν η κακιά γάτα την 
είδε να φεύγει πήγε για να φάει
τα πουλιά.",
0523B001-3-037-a,"Όπος ανεβενε
ενας σκύλος που περνούσε εκει
τιχέα την είδε και την άρπαξε
απο την ουρά.",1,"Όπως ανέβαινε
ένας σκύλος που περνούσε εκεί
τυχαία την είδε και την άρπαξε
από την ουρά.",
0523B001-3-037-a,"Έτσι η γάτα εφιγε φοβισμένη
και ο σκύλος την κινιγούσε.",1,"Έτσι η γάτα έφυγε φοβισμένη
και ο σκύλος την κυνηγούσε.",
0523B001-3-037-a,Τελος,1,Τέλος,
